Charting Week, Chart Position, Song Title, Artist, Previous Position, Peak Position, Weeks on Chart
1959-11-02,46,Believe Me,Royal Teens,52,46,2
1959-11-02,47,Makin' Love,Floyd Robinson,41,20,16
1959-11-02,48,Joey's Song,Bill Haley And His Comets,56,48,5
1959-11-02,49,High School U.S.A.,Tommy Facenda,51,49,3
1959-11-02,50,Shout - Part 1,The Isley Brothers,47,47,7
1959-11-02,51,Be My Guest,Fats Domino,80,51,2
1959-11-02,52,Poco-Loco,Gene & Eunice,65,52,9
1959-11-02,53,Talk To Me,Frank Sinatra,60,53,3
1959-11-02,54,Fools Hall Of Fame,Pat Boone,48,29,8
1959-11-02,55,Come Into My Heart,Lloyd Price and His Orchestra,88,55,2
1959-11-02,56,You Better Know It,Jackie Wilson,53,37,9
1959-11-02,57,Tennessee Waltz,Bobby Comstock,68,57,2
1959-11-02,58,The Clouds,The Spacemen,74,58,3
1959-11-02,59,It Happened Today,The Skyliners,62,59,6
1959-11-02,60,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,66,59,6
1959-11-02,61,Every Little Thing I Do,Dion & The Belmonts,49,48,8
1959-11-02,62,Boo Boo Stick Beat,Chet Atkins,58,49,6
1959-11-02,63,First Name Initial,Annette With The Afterbeats,91,63,2
1959-11-02,64,I Don't Know,Ruth Brown,73,64,4
1959-11-02,65,The Enchanted Sea,The Exotic Sounds of Martin Denny,81,65,2
1959-11-02,66,Pretend,Carl Mann,72,66,2
1959-11-02,67,I Ain't Never,Webb Pierce,55,24,13
1959-11-02,68,I Want To Walk You Home,Fats Domino,57,8,13
1959-11-02,69,Breaking Up Is Hard To Do,Jivin' Gene And The Jokers,82,69,4
1959-11-02,70,Where,The Platters,54,44,9
1959-11-02,71,Sea Of Love,Phil Phillips With The Twilights,50,2,18
1959-11-02,72,I Dig Girls,Bobby Rydell,-,68,3
1959-11-02,73,Tennessee Waltz,Jerry Fuller,79,73,3
1959-11-02,74,My Heart Became Of Age,Annette With The Afterbeats,99,74,2
1959-11-02,75,Always,Sammy Turner,-,75,1
1959-11-02,76,Running Bear,Johnny Preston,76,76,4
1959-11-02,77,"(If You Cry) True Love, True Love",The Drifters,-,77,1
1959-11-02,78,I've Been Around,Fats Domino,94,78,2
1959-11-02,79,A Lover's Prayer,Dion & The Belmonts,77,73,3
1959-11-02,80,You're Gonna Miss Me,Connie Francis,59,34,10
1959-11-02,81,You Went Back On Your Word,Clyde McPhatter,-,81,1
1959-11-02,82,There Comes A Time,Jack Scott,71,71,4
1959-11-02,83,The Hunch,Bobby Peterson Quintet,87,83,2
1959-11-02,84,Caribbean,Mitchell Torok,75,27,14
1959-11-02,85,Starry Eyed,Gary Stites,-,85,1
1959-11-02,86,"Darling, I Love You",Al Martino,70,63,6
1959-11-02,87,Just To Be With You,The Passions,92,87,4
1959-11-02,88,The Hunch,Paul Gayten,97,88,2
1959-11-02,89,Scarlet Ribbons (For Her Hair),The Browns,-,89,1
1959-11-02,90,Midnight Stroll,The Revels,96,90,3
1959-11-02,91,Plenty Good Lovin',Connie Francis,69,69,7
1959-11-02,92,You Mean Everything To Me,The Fleetwoods,84,84,2
1959-11-02,93,Tiny Tim,LaVern Baker,-,93,1
1959-11-02,94,You Got What It Takes,Marv Johnson,-,94,1
1959-11-02,95,Reveille Rock,Johnny And The Hurricanes,-,95,1
1959-11-02,96,Fancy Nancy,Skip And Flip,-,96,1
1959-11-02,97,There's A Girl,Jan & Dean,100,97,2
1959-11-02,98,Honestly And Truly,Tommy Edwards,-,98,1
1959-11-02,99,Smooth Operator,Sarah Vaughan,-,99,1
1959-11-02,100,Wheel Of Fortune,The Knightsbridge Strings,-,100,1
1959-11-09,1,Mack The Knife,Bobby Darin,1,1,12
1959-11-09,2,Mr. Blue,The Fleetwoods,2,2,10
1959-11-09,3,Put Your Head On My Shoulder,Paul Anka,3,2,11
1959-11-09,4,Don't You Know,Della Reese,4,4,8
1959-11-09,5,Lonely Street,Andy Williams,6,5,10
1959-11-09,6,Teen Beat,Sandy Nelson,5,4,10
1959-11-09,7,Deck Of Cards,Wink Martindale,7,7,9
1959-11-09,8,Primrose Lane,Jerry Wallace With The Jewels,8,8,13
1959-11-09,9,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,15,9,9
1959-11-09,10,Heartaches By The Number,Guy Mitchell,12,10,6
1959-11-09,11,Danny Boy,Conway Twitty,19,11,7
1959-11-09,12,So Many Ways,Brook Benton,13,12,4
1959-11-09,13,In The Mood,Ernie Fields & Orch.,14,13,8
1959-11-09,14,Poison Ivy,The Coasters,10,7,12
1959-11-09,15,Just Ask Your Heart,Frankie Avalon,9,7,11
1959-11-09,16,Oh! Carol,Neil Sedaka,17,16,5
1959-11-09,17,Unforgettable,Dinah Washington,29,17,6
1959-11-09,18,The Enchanted Sea,The Islanders,30,18,7
1959-11-09,19,('til) I Kissed You,The Everly Brothers,11,4,13
1959-11-09,20,Misty,Johnny Mathis,18,18,6
1959-11-09,21,We Got Love,Bobby Rydell,22,21,5
1959-11-09,22,Be My Guest,Fats Domino,51,22,3
1959-11-09,23,Dance With Me,The Drifters,34,23,5
1959-11-09,24,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,16,13,10
1959-11-09,25,Woo-Hoo,Rock-A-Teens,24,24,6
1959-11-09,26,You Were Mine,Fireflies,21,21,10
1959-11-09,27,Hey Little Girl,Dee Clark,31,20,12
1959-11-09,28,Red River Rock,Johnny And The Hurricanes,23,5,15
1959-11-09,29,Sleep Walk,Santo & Johnny,20,1,16
1959-11-09,30,A Worried Man,The Kingston Trio,25,20,9
1959-11-09,31,Living Doll,Cliff Richard and The Drifters,36,31,7
1959-11-09,32,Say Man,Bo Diddley,26,20,8
1959-11-09,33,Love Potion No. 9,The Clovers,35,33,9
1959-11-09,34,Morgen,Ivo Robic and The Song-Masters,33,13,13
1959-11-09,35,The Angels Listened In,The Crests,27,22,13
1959-11-09,36,I've Been Around,Fats Domino,78,36,3
1959-11-09,37,Just As Much As Ever,Bob Beckham,41,32,13
1959-11-09,38,High School U.S.A.,Tommy Facenda,49,38,4
1959-11-09,39,If I Give My Heart To You,Kitty Kallen,44,39,6
1959-11-09,40,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels,37,37,6
1959-11-09,41,The Enchanted Sea,The Exotic Sounds of Martin Denny,65,41,3
1959-11-09,42,Torquay,Fireballs,42,39,7
1959-11-09,43,Believe Me,Royal Teens,46,43,3
1959-11-09,44,Come Into My Heart,Lloyd Price and His Orchestra,55,44,3
1959-11-09,45,Reveille Rock,Johnny And The Hurricanes,95,45,2
1959-11-09,46,Joey's Song,Bill Haley And His Comets,48,46,6
1959-11-09,47,Tucumcari,Jimmie Rodgers,38,32,8
1959-11-09,48,Talk To Me,Frank Sinatra,53,48,4
1959-11-09,49,The Clouds,The Spacemen,58,49,4
1959-11-09,50,Makin' Love,Floyd Robinson,47,20,17
1959-11-09,51,Poco-Loco,Gene & Eunice,52,51,10
1959-11-09,52,The Three Bells,The Browns,32,1,16
1959-11-09,53,Mary Lou,Ronnie Hawkins and The Hawks,40,26,13
1959-11-09,54,You Better Know It,Jackie Wilson,56,37,10
1959-11-09,55,Shout - Part 1,The Isley Brothers,50,47,8
1959-11-09,56,Always,Sammy Turner,75,56,2
1959-11-09,57,"(If You Cry) True Love, True Love",The Drifters,77,57,2
1959-11-09,58,First Name Initial,Annette With The Afterbeats,63,58,3
1959-11-09,59,I'm Gonna Get Married,Lloyd Price,28,3,14
1959-11-09,60,Fools Hall Of Fame,Pat Boone,54,29,9
1959-11-09,61,Broken-Hearted Melody,Sarah Vaughan,45,7,17
1959-11-09,62,Boo Boo Stick Beat,Chet Atkins,62,49,7
1959-11-09,63,"I Loves You, Porgy",Nina Simone,39,18,15
1959-11-09,64,I Don't Know,Ruth Brown,64,64,5
1959-11-09,65,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,60,59,7
1959-11-09,66,Pretend,Carl Mann,66,66,3
1959-11-09,67,It Happened Today,The Skyliners,59,59,7
1959-11-09,68,Midnight Stroll,The Revels,90,68,4
1959-11-09,69,The Battle Of Kookamonga,Homer And Jethro,43,14,10
1959-11-09,70,I Ain't Never,Webb Pierce,67,24,14
1959-11-09,71,Running Bear,Johnny Preston,76,71,5
1959-11-09,72,You Got What It Takes,Marv Johnson,94,72,2
1959-11-09,73,You Went Back On Your Word,Clyde McPhatter,81,73,2
1959-11-09,74,My Heart Became Of Age,Annette With The Afterbeats,74,74,3
1959-11-09,75,Scarlet Ribbons (For Her Hair),The Browns,89,75,2
1959-11-09,76,Tennessee Waltz,Bobby Comstock,57,57,3
1959-11-09,77,Starry Eyed,Gary Stites,85,77,2
1959-11-09,78,The Hunch,Bobby Peterson Quintet,83,78,3
1959-11-09,79,There Comes A Time,Jack Scott,82,71,5
1959-11-09,80,Marina,Rocco Granata and the International Quintet,-,80,1
1959-11-09,81,Tennessee Waltz,Jerry Fuller,73,73,4
1959-11-09,82,Tiny Tim,LaVern Baker,93,82,2
1959-11-09,83,The Hunch,Paul Gayten,88,83,3
1959-11-09,84,Just To Be With You,The Passions,87,84,5
1959-11-09,85,Fancy Nancy,Skip And Flip,96,85,2
1959-11-09,86,Uh! Oh! Part 2,The Nutty Squirrels,-,86,1
1959-11-09,87,Happy Anniversary,Jane Morgan,-,87,1
1959-11-09,88,El Paso,Marty Robbins,-,88,1
1959-11-09,89,Smooth Operator,Sarah Vaughan,99,89,2
1959-11-09,90,Happy Anniversary,The Four Lads,-,90,1
1959-11-09,91,Wheel Of Fortune,The Knightsbridge Strings,100,91,2
1959-11-09,92,I'll Be Seeing You,Poni-Tails,-,89,2
1959-11-09,93,One More Chance,Rod Bernard,-,93,1
1959-11-09,94,Don't Destroy Me,Crash Craddock,-,94,1
1959-11-09,95,Honestly And Truly,Tommy Edwards,98,95,2
1959-11-09,96,I'm Movin' On,Ray Charles and his Orchestra,-,96,1
1959-11-09,97,There's A Girl,Jan & Dean,97,97,3
1959-11-09,98,Old Shep,Ralph DeMarco,-,98,1
1959-11-09,99,"There, I've Said It Again",Sam Cooke,-,99,1
1959-11-09,100,Wont'cha Come Home,Lloyd Price and His Orchestra,-,100,1
1959-11-16,1,Mr. Blue,The Fleetwoods,2,1,11
1959-11-16,2,Mack The Knife,Bobby Darin,1,1,13
1959-11-16,3,Don't You Know,Della Reese,4,3,9
1959-11-16,4,Put Your Head On My Shoulder,Paul Anka,3,2,12
1959-11-16,5,Heartaches By The Number,Guy Mitchell,10,5,7
1959-11-16,6,Lonely Street,Andy Williams,5,5,11
1959-11-16,7,Teen Beat,Sandy Nelson,6,4,11
1959-11-16,8,Deck Of Cards,Wink Martindale,7,7,10
1959-11-16,9,So Many Ways,Brook Benton,12,9,5
1959-11-16,10,Primrose Lane,Jerry Wallace With The Jewels,8,8,14
1959-11-16,11,In The Mood,Ernie Fields & Orch.,13,11,9
1959-11-16,12,We Got Love,Bobby Rydell,21,12,6
1959-11-16,13,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,9,9,10
1959-11-16,14,Danny Boy,Conway Twitty,11,11,8
1959-11-16,15,The Enchanted Sea,The Islanders,18,15,8
1959-11-16,16,Dance With Me,The Drifters,23,16,6
1959-11-16,17,Be My Guest,Fats Domino,22,17,4
1959-11-16,18,Unforgettable,Dinah Washington,17,17,7
1959-11-16,19,Oh! Carol,Neil Sedaka,16,16,6
1959-11-16,20,Misty,Johnny Mathis,20,18,7
1959-11-16,21,Woo-Hoo,Rock-A-Teens,25,21,7
1959-11-16,22,You Were Mine,Fireflies,26,21,11
1959-11-16,23,Love Potion No. 9,The Clovers,33,23,10
1959-11-16,24,Just Ask Your Heart,Frankie Avalon,15,7,12
1959-11-16,25,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,24,13,11
1959-11-16,26,Poison Ivy,The Coasters,14,7,13
1959-11-16,27,('til) I Kissed You,The Everly Brothers,19,4,14
1959-11-16,28,High School U.S.A.,Tommy Facenda,38,28,5
1959-11-16,29,Reveille Rock,Johnny And The Hurricanes,45,29,3
1959-11-16,30,Say Man,Bo Diddley,32,20,9
1959-11-16,31,The Enchanted Sea,The Exotic Sounds of Martin Denny,41,31,4
1959-11-16,32,Living Doll,Cliff Richard and The Drifters,31,31,8
1959-11-16,33,I've Been Around,Fats Domino,36,33,4
1959-11-16,34,If I Give My Heart To You,Kitty Kallen,39,34,7
1959-11-16,35,Always,Sammy Turner,56,35,3
1959-11-16,36,Just As Much As Ever,Bob Beckham,37,32,14
1959-11-16,37,Believe Me,Royal Teens,43,37,4
1959-11-16,38,You Got What It Takes,Marv Johnson,72,38,3
1959-11-16,39,Torquay,Fireballs,42,39,8
1959-11-16,40,Talk To Me,Frank Sinatra,48,40,5
1959-11-16,41,The Clouds,The Spacemen,49,41,5
1959-11-16,42,"(If You Cry) True Love, True Love",The Drifters,57,42,3
1959-11-16,43,Wont'cha Come Home,Lloyd Price and His Orchestra,100,43,2
1959-11-16,44,The Angels Listened In,The Crests,35,22,14
1959-11-16,45,Midnight Stroll,The Revels,68,45,5
1959-11-16,46,I Dig Girls,Bobby Rydell,-,46,4
1959-11-16,47,Come Into My Heart,Lloyd Price and His Orchestra,44,44,4
1959-11-16,48,Poco-Loco,Gene & Eunice,51,48,11
1959-11-16,49,Joey's Song,Bill Haley And His Comets,46,46,7
1959-11-16,50,Scarlet Ribbons (For Her Hair),The Browns,75,50,3
1959-11-16,51,Marina,Rocco Granata and the International Quintet,80,51,2
1959-11-16,52,Tennessee Waltz,Bobby Comstock,76,52,4
1959-11-16,53,Hey Little Girl,Dee Clark,27,20,13
1959-11-16,54,A Worried Man,The Kingston Trio,30,20,10
1959-11-16,55,The Big Hurt,Miss Toni Fisher,-,55,1
1959-11-16,56,Red River Rock,Johnny And The Hurricanes,28,5,16
1959-11-16,57,Sleep Walk,Santo & Johnny,29,1,17
1959-11-16,58,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels,40,37,7
1959-11-16,59,Morgen,Ivo Robic and The Song-Masters,34,13,14
1959-11-16,60,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,65,59,8
1959-11-16,61,Shout - Part 1,The Isley Brothers,55,47,9
1959-11-16,62,Makin' Love,Floyd Robinson,50,20,18
1959-11-16,63,Tennessee Waltz,Jerry Fuller,81,63,5
1959-11-16,64,Pretend,Carl Mann,66,64,4
1959-11-16,65,Tiny Tim,LaVern Baker,82,65,3
1959-11-16,66,Smooth Operator,Sarah Vaughan,89,66,3
1959-11-16,67,The Best Of Everything,Johnny Mathis,-,67,1
1959-11-16,68,I'm Movin' On,Ray Charles and his Orchestra,96,68,2
1959-11-16,69,First Name Initial,Annette With The Afterbeats,58,58,4
1959-11-16,70,Uh! Oh! Part 2,The Nutty Squirrels,86,70,2
1959-11-16,71,Fancy Nancy,Skip And Flip,85,71,3
1959-11-16,72,You Went Back On Your Word,Clyde McPhatter,73,72,3
1959-11-16,73,El Paso,Marty Robbins,88,73,2
1959-11-16,74,One More Chance,Rod Bernard,93,74,2
1959-11-16,75,Mary Lou,Ronnie Hawkins and The Hawks,53,26,14
1959-11-16,76,Broken-Hearted Melody,Sarah Vaughan,61,7,18
1959-11-16,77,Happy Anniversary,The Four Lads,90,77,2
1959-11-16,78,Boo Boo Stick Beat,Chet Atkins,62,49,8
1959-11-16,79,Starry Eyed,Gary Stites,77,77,3
1959-11-16,80,The Three Bells,The Browns,52,1,17
1959-11-16,81,Hound Dog Man,Fabian,-,81,1
1959-11-16,82,The Hunch,Bobby Peterson Quintet,78,78,4
1959-11-16,83,Happy Anniversary,Jane Morgan,87,83,2
1959-11-16,84,Tucumcari,Jimmie Rodgers,47,32,9
1959-11-16,85,The Hunch,Paul Gayten,83,83,4
1959-11-16,86,It Happened Today,The Skyliners,67,59,8
1959-11-16,87,I'll Be Seeing You,Poni-Tails,92,87,3
1959-11-16,88,Wheel Of Fortune,The Knightsbridge Strings,91,88,3
1959-11-16,89,Just To Be With You,The Passions,84,84,6
1959-11-16,90,"There, I've Said It Again",Sam Cooke,99,90,2
1959-11-16,91,Old Shep,Ralph DeMarco,98,91,2
1959-11-16,92,Goodnight My Love (Pleasant Dreams),Ray Peterson,-,92,1
1959-11-16,93,Gilee,Sonny Spencer,-,93,1
1959-11-16,94,Honestly And Truly,Tommy Edwards,95,94,3
1959-11-16,95,Marina,Jacky Noguez And His Orchestra,-,95,1
1959-11-16,96,God Bless America,Connie Francis,-,96,1
1959-11-16,97,(New In) The Ways Of Love,Tommy Edwards,-,97,1
1959-11-16,98,I'll Walk The Line,Don Costa And His Orchestra And Chorus,-,98,1
1959-11-16,99,I Don't Know,Ruth Brown,64,64,6
1959-11-16,100,So Young,Clyde Stacy,-,100,1
1959-11-23,1,Mack The Knife,Bobby Darin,2,1,14
1959-11-23,2,Mr. Blue,The Fleetwoods,1,1,12
1959-11-23,3,Don't You Know,Della Reese,3,3,10
1959-11-23,4,Heartaches By The Number,Guy Mitchell,5,4,8
1959-11-23,5,Put Your Head On My Shoulder,Paul Anka,4,2,13
1959-11-23,6,So Many Ways,Brook Benton,9,6,6
1959-11-23,7,Deck Of Cards,Wink Martindale,8,7,11
1959-11-23,8,In The Mood,Ernie Fields & Orch.,11,8,10
1959-11-23,9,Primrose Lane,Jerry Wallace With The Jewels,10,8,15
1959-11-23,10,We Got Love,Bobby Rydell,12,10,7
1959-11-23,11,Lonely Street,Andy Williams,6,5,12
1959-11-23,12,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,13,9,11
1959-11-23,13,Teen Beat,Sandy Nelson,7,4,12
1959-11-23,14,Be My Guest,Fats Domino,17,14,5
1959-11-23,15,Misty,Johnny Mathis,20,15,8
1959-11-23,16,Woo-Hoo,Rock-A-Teens,21,16,8
1959-11-23,17,The Enchanted Sea,The Islanders,15,15,9
1959-11-23,18,Danny Boy,Conway Twitty,14,11,9
1959-11-23,19,Oh! Carol,Neil Sedaka,19,16,7
1959-11-23,20,Dance With Me,The Drifters,16,16,7
1959-11-23,21,Unforgettable,Dinah Washington,18,17,8
1959-11-23,22,You Were Mine,Fireflies,22,21,12
1959-11-23,23,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,25,13,12
1959-11-23,24,Always,Sammy Turner,35,24,4
1959-11-23,25,Reveille Rock,Johnny And The Hurricanes,29,25,4
1959-11-23,26,Believe Me,Royal Teens,37,26,5
1959-11-23,27,Love Potion No. 9,The Clovers,23,23,11
1959-11-23,28,The Enchanted Sea,The Exotic Sounds of Martin Denny,31,28,5
1959-11-23,29,High School U.S.A.,Tommy Facenda,28,28,6
1959-11-23,30,Living Doll,Cliff Richard and The Drifters,32,30,9
1959-11-23,31,Just Ask Your Heart,Frankie Avalon,24,7,13
1959-11-23,32,You Got What It Takes,Marv Johnson,38,32,4
1959-11-23,33,Scarlet Ribbons (For Her Hair),The Browns,50,33,4
1959-11-23,34,"(If You Cry) True Love, True Love",The Drifters,42,34,4
1959-11-23,35,Come Into My Heart,Lloyd Price and His Orchestra,47,35,5
1959-11-23,36,The Big Hurt,Miss Toni Fisher,55,36,2
1959-11-23,37,If I Give My Heart To You,Kitty Kallen,34,34,8
1959-11-23,38,Midnight Stroll,The Revels,45,38,6
1959-11-23,39,Marina,Rocco Granata and the International Quintet,51,39,3
1959-11-23,40,Talk To Me,Frank Sinatra,40,40,6
1959-11-23,41,Just As Much As Ever,Bob Beckham,36,32,15
1959-11-23,42,Hound Dog Man,Fabian,81,42,2
1959-11-23,43,Poison Ivy,The Coasters,26,7,14
1959-11-23,44,I've Been Around,Fats Domino,33,33,5
1959-11-23,45,('til) I Kissed You,The Everly Brothers,27,4,15
1959-11-23,46,Say Man,Bo Diddley,30,20,10
1959-11-23,47,Torquay,Fireballs,39,39,9
1959-11-23,48,Joey's Song,Bill Haley And His Comets,49,46,8
1959-11-23,49,Poco-Loco,Gene & Eunice,48,48,12
1959-11-23,50,Uh! Oh! Part 2,The Nutty Squirrels,70,50,3
1959-11-23,51,El Paso,Marty Robbins,73,51,3
1959-11-23,52,Tennessee Waltz,Bobby Comstock,52,52,5
1959-11-23,53,The Clouds,The Spacemen,41,41,6
1959-11-23,54,Wont'cha Come Home,Lloyd Price and His Orchestra,43,43,3
1959-11-23,55,I'm Movin' On,Ray Charles and his Orchestra,68,55,3
1959-11-23,56,I Dig Girls,Bobby Rydell,46,46,5
1959-11-23,57,Pretend,Carl Mann,64,57,5
1959-11-23,58,God Bless America,Connie Francis,96,58,2
1959-11-23,59,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels,58,37,8
1959-11-23,60,A Worried Man,The Kingston Trio,54,20,11
1959-11-23,61,This Friendly World,Fabian,-,61,1
1959-11-23,62,Smooth Operator,Sarah Vaughan,66,62,4
1959-11-23,63,Morgen,Ivo Robic and The Song-Masters,59,13,15
1959-11-23,64,Red River Rock,Johnny And The Hurricanes,56,5,17
1959-11-23,65,Honestly And Truly,Tommy Edwards,94,65,4
1959-11-23,66,The Best Of Everything,Johnny Mathis,67,66,2
1959-11-23,67,Hey Little Girl,Dee Clark,53,20,14
1959-11-23,68,The Hunch,Paul Gayten,85,68,5
1959-11-23,69,Mary Lou,Ronnie Hawkins and The Hawks,75,26,15
1959-11-23,70,(New In) The Ways Of Love,Tommy Edwards,97,70,2
1959-11-23,71,The Hunch,Bobby Peterson Quintet,82,71,5
1959-11-23,72,Way Down Yonder In New Orleans,Freddie Cannon,-,72,1
1959-11-23,73,Tiny Tim,LaVern Baker,65,65,4
1959-11-23,74,It's Time To Cry,Paul Anka,-,74,1
1959-11-23,75,First Name Initial,Annette With The Afterbeats,69,58,5
1959-11-23,76,Among My Souvenirs,Connie Francis,-,76,1
1959-11-23,77,The Angels Listened In,The Crests,44,22,15
1959-11-23,78,Goodnight My Love (Pleasant Dreams),Ray Peterson,92,78,2
1959-11-23,79,One More Chance,Rod Bernard,74,74,3
1959-11-23,80,Pretty Blue Eyes,Steve Lawrence,-,80,1
1959-11-23,81,"There, I've Said It Again",Sam Cooke,90,81,3
1959-11-23,82,Happy Anniversary,The Four Lads,77,77,3
1959-11-23,83,I'll Walk The Line,Don Costa And His Orchestra And Chorus,98,83,2
1959-11-23,84,Gilee,Sonny Spencer,93,84,2
1959-11-23,85,Fancy Nancy,Skip And Flip,71,71,4
1959-11-23,86,Running Bear,Johnny Preston,-,71,6
1959-11-23,87,Talk That Talk,Jackie Wilson,-,87,1
1959-11-23,88,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,60,59,9
1959-11-23,89,Sandy,Larry Hall,-,89,1
1959-11-23,90,Sleep Walk,Santo & Johnny,57,1,18
1959-11-23,91,Starry Eyed,Gary Stites,79,77,4
1959-11-23,92,Broken-Hearted Melody,Sarah Vaughan,76,7,19
1959-11-23,93,The Story Of Our Love,Johnny Mathis,-,93,2
1959-11-23,94,Marina,Jacky Noguez And His Orchestra,95,94,2
1959-11-23,95,Why,Frankie Avalon,-,95,1
1959-11-23,96,Happy Anniversary,Jane Morgan,83,83,3
1959-11-23,97,Just To Be With You,The Passions,89,84,7
1959-11-23,98,Tennessee Waltz,Jerry Fuller,63,63,6
1959-11-23,99,So Young,Clyde Stacy,100,99,2
1959-11-23,100,We Told You Not To Marry,Titus Turner,-,100,1
1959-11-30,1,Mack The Knife,Bobby Darin,1,1,15
1959-11-30,2,Don't You Know,Della Reese,3,2,11
1959-11-30,3,Mr. Blue,The Fleetwoods,2,1,13
1959-11-30,4,Heartaches By The Number,Guy Mitchell,4,4,9
1959-11-30,5,In The Mood,Ernie Fields & Orch.,8,5,11
1959-11-30,6,So Many Ways,Brook Benton,6,6,7
1959-11-30,7,Put Your Head On My Shoulder,Paul Anka,5,2,14
1959-11-30,8,We Got Love,Bobby Rydell,10,8,8
1959-11-30,9,Be My Guest,Fats Domino,14,9,6
1959-11-30,10,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,12,9,12
1959-11-30,11,Deck Of Cards,Wink Martindale,7,7,12
1959-11-30,12,Misty,Johnny Mathis,15,12,9
1959-11-30,13,Oh! Carol,Neil Sedaka,19,13,8
1959-11-30,14,Danny Boy,Conway Twitty,18,11,10
1959-11-30,15,Dance With Me,The Drifters,20,15,8
1959-11-30,16,Lonely Street,Andy Williams,11,5,13
1959-11-30,17,Primrose Lane,Jerry Wallace With The Jewels,9,8,16
1959-11-30,18,The Big Hurt,Miss Toni Fisher,36,18,3
1959-11-30,19,Always,Sammy Turner,24,19,5
1959-11-30,20,Unforgettable,Dinah Washington,21,17,9
1959-11-30,21,Scarlet Ribbons (For Her Hair),The Browns,33,21,5
1959-11-30,22,The Enchanted Sea,The Islanders,17,15,10
1959-11-30,23,Woo-Hoo,Rock-A-Teens,16,16,9
1959-11-30,24,You Were Mine,Fireflies,22,21,13
1959-11-30,25,Uh! Oh! Part 2,The Nutty Squirrels,50,25,4
1959-11-30,26,Teen Beat,Sandy Nelson,13,4,13
1959-11-30,27,El Paso,Marty Robbins,51,27,4
1959-11-30,28,Reveille Rock,Johnny And The Hurricanes,25,25,5
1959-11-30,29,Believe Me,Royal Teens,26,26,6
1959-11-30,30,Come Into My Heart,Lloyd Price and His Orchestra,35,30,6
1959-11-30,31,Love Potion No. 9,The Clovers,27,23,12
1959-11-30,32,Hound Dog Man,Fabian,42,32,3
1959-11-30,33,"(If You Cry) True Love, True Love",The Drifters,34,33,5
1959-11-30,34,You Got What It Takes,Marv Johnson,32,32,5
1959-11-30,35,Midnight Stroll,The Revels,38,35,7
1959-11-30,36,Marina,Rocco Granata and the International Quintet,39,36,4
1959-11-30,37,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,23,13,13
1959-11-30,38,Talk To Me,Frank Sinatra,40,38,7
1959-11-30,39,Just As Much As Ever,Bob Beckham,41,32,16
1959-11-30,40,It's Time To Cry,Paul Anka,74,40,2
1959-11-30,41,This Friendly World,Fabian,61,41,2
1959-11-30,42,If I Give My Heart To You,Kitty Kallen,37,34,9
1959-11-30,43,The Enchanted Sea,The Exotic Sounds of Martin Denny,28,28,6
1959-11-30,44,High School U.S.A.,Tommy Facenda,29,28,7
1959-11-30,45,I've Been Around,Fats Domino,44,33,6
1959-11-30,46,God Bless America,Connie Francis,58,46,3
1959-11-30,47,Joey's Song,Bill Haley And His Comets,48,46,9
1959-11-30,48,First Name Initial,Annette With The Afterbeats,75,48,6
1959-11-30,49,I'm Movin' On,Ray Charles and his Orchestra,55,49,4
1959-11-30,50,I Wanna Be Loved,Ricky Nelson,-,50,1
1959-11-30,51,Living Doll,Cliff Richard and The Drifters,30,30,10
1959-11-30,52,Wont'cha Come Home,Lloyd Price and His Orchestra,54,43,4
1959-11-30,53,Why,Frankie Avalon,95,53,2
1959-11-30,54,Pretty Blue Eyes,Steve Lawrence,80,54,2
1959-11-30,55,Torquay,Fireballs,47,39,10
1959-11-30,56,Among My Souvenirs,Connie Francis,76,56,2
1959-11-30,57,Smooth Operator,Sarah Vaughan,62,57,5
1959-11-30,58,The Clouds,The Spacemen,53,41,7
1959-11-30,59,Running Bear,Johnny Preston,86,59,7
1959-11-30,60,Way Down Yonder In New Orleans,Freddie Cannon,72,60,2
1959-11-30,61,Say Man,Bo Diddley,46,20,11
1959-11-30,62,The Best Of Everything,Johnny Mathis,66,62,3
1959-11-30,63,Tiny Tim,LaVern Baker,73,63,5
1959-11-30,64,Sandy,Larry Hall,89,64,2
1959-11-30,65,Just Ask Your Heart,Frankie Avalon,31,7,14
1959-11-30,66,Honestly And Truly,Tommy Edwards,65,65,5
1959-11-30,67,(New In) The Ways Of Love,Tommy Edwards,70,67,3
1959-11-30,68,Morgen,Ivo Robic and The Song-Masters,63,13,16
