Charting Week, Chart Position, Song Title, Artist, Previous Position, Peak Position, Weeks on Chart
1958-09-01,19,Everybody Loves A Lover,Doris Day,14,14,5
1958-09-01,20,Summertime Blues,Eddie Cochran,24,20,5
1958-09-01,21,Devoted To You,The Everly Brothers,15,15,4
1958-09-01,22,It's All In The Game,Tommy Edwards,40,22,3
1958-09-01,23,If Dreams Came True,Pat Boone,18,12,5
1958-09-01,24,Tears On My Pillow,Little Anthony And The Imperials,26,24,4
1958-09-01,25,Stupid Cupid,Connie Francis,22,22,5
1958-09-01,26,Hard Headed Woman,Elvis Presley With The Jordanaires,21,4,5
1958-09-01,27,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,33,13,5
1958-09-01,28,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,28,22,5
1958-09-01,29,Susie Darlin',Robin Luke,23,23,4
1958-09-01,30,Moon Talk,Perry Como,36,30,5
1958-09-01,31,La Paloma,Billy Vaughn And His Orchestra,39,31,4
1958-09-01,32,Itchy Twitchy Feeling,Bobby Hendricks,42,32,5
1958-09-01,33,Early In The Morning,The Rinky-Dinks,29,24,5
1958-09-01,34,A Certain Smile,Johnny Mathis,34,22,5
1958-09-01,35,One Summer Night,The Danleers,27,16,5
1958-09-01,36,Early In The Morning,Buddy Holly,32,32,5
1958-09-01,37,Yakety Yak,The Coasters,35,7,5
1958-09-01,38,Lazy Summer Night,The Four Preps,44,38,3
1958-09-01,39,She Was Only Seventeen (He Was One Year More),Marty Robbins,38,38,5
1958-09-01,40,Chantilly Lace,Big Bopper,30,29,5
1958-09-01,41,Win Your Love For Me,Sam Cooke,45,41,5
1958-09-01,42,Think It Over,The Crickets,31,27,5
1958-09-01,43,Down The Aisle Of Love,The Quin-Tones,87,43,3
1958-09-01,44,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,37,37,5
1958-09-01,45,The Wizard,Jimmie Rodgers,51,45,4
1958-09-01,46,Come Closer To Me (Acercate Mas),Nat King Cole,56,46,5
1958-09-01,47,Over And Over,Bobby Day,41,41,5
1958-09-01,48,For Your Precious Love,Jerry Butler and The Impressions,46,15,5
1958-09-01,49,Put A Ring On My Finger,Les Paul And Mary Ford,59,49,3
1958-09-01,50,How The Time Flies,Jerry Wallace,49,49,3
1958-09-01,51,What Am I Living For,Chuck Willis,50,25,5
1958-09-01,52,Blue Blue Day,Don Gibson,43,32,5
1958-09-01,53,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,91,53,2
1958-09-01,54,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,55,21,5
1958-09-01,55,Near You,Roger Williams,88,55,3
1958-09-01,56,Carol,Chuck Berry,57,56,2
1958-09-01,57,"Summertime, Summertime",The Jamies,61,57,3
1958-09-01,58,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,62,58,2
1958-09-01,59,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,52,50,5
1958-09-01,60,The Green Mosquito,The Tune Rockers,78,60,2
1958-09-01,61,Kathy-O,The Diamonds,53,45,5
1958-09-01,62,Dance Everyone Dance,Betty Madigan,68,62,3
1958-09-01,63,Cerveza,Boots Brown And His Blockbusters,67,63,4
1958-09-01,64,Gotta Have Rain,Eydie Gorme,66,64,5
1958-09-01,65,My Life,Chuck Willis,89,65,3
1958-09-01,66,Fire Of Love,Jody Reynolds,90,66,3
1958-09-01,67,Chariot Rock,The Champs,69,67,4
1958-09-01,68,When Will I Know,George Hamilton IV,65,65,2
1958-09-01,69,You Cheated,The Shields,94,69,2
1958-09-01,70,Don't Ask Me Why,Elvis Presley With The Jordanaires,54,34,5
1958-09-01,71,Enchanted Island,The Four Lads,48,29,5
1958-09-01,72,City Lights,Ray Price,72,72,2
1958-09-01,73,Count Every Star,The Rivieras,74,73,2
1958-09-01,74,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,-,74,1
1958-09-01,75,Do You Want To Dance,Bobby Freeman,47,20,5
1958-09-01,76,The Freeze,Tony And Joe,58,33,5
1958-09-01,77,Where The Blue Of The Night,Tommy Mara,-,77,2
1958-09-01,78,Little Brass Band,David Seville,97,78,2
1958-09-01,79,"Promise Me, Love",Andy Williams,-,79,1
1958-09-01,80,"Volare (Nel Blu, Dipinto Di Blu)",The McGuire Sisters,-,80,1
1958-09-01,81,Topsy II,Cozy Cole,82,81,2
1958-09-01,82,Devotion,Janice Harper,86,82,3
1958-09-01,83,Strange Are The Ways Of Love,Gogi Grant,80,80,2
1958-09-01,84,No One Knows,Dion & The Belmonts,95,84,2
1958-09-01,85,Please Don't Do It,Dale Wright And The Wright Guys With the Dons,-,85,1
1958-09-01,86,Treasure Of Your Love,Eileen Rodgers,100,86,2
1958-09-01,87,That's How Much I Love You,Pat Boone,64,39,5
1958-09-01,88,Angel Baby,Dean Martin,60,30,5
1958-09-01,89,Leroy,Jack Scott,83,56,4
1958-09-01,90,Prisoner's Song,Warren Storm,81,81,2
1958-09-01,91,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,76,61,4
1958-09-01,92,Endless Sleep,Jody Reynolds,71,17,5
1958-09-01,93,Over The Weekend,The Playboys,-,93,1
1958-09-01,94,Blue Ribbon Baby,Tommy Sands And The Raiders,-,94,1
1958-09-01,95,Old MacDonald,The Chargers,-,95,1
1958-09-01,96,Week End,The Kingsmen,-,96,1
1958-09-01,97,Up Until Now,Johnnie Ray,-,97,1
1958-09-01,98,La-Do-Dada,Dale Hawkins,-,98,1
1958-09-01,99,Pickle Up A Doodle,Teresa Brewer,-,99,1
1958-09-01,100,Big Daddy,Jill Corey,-,100,1
1958-09-08,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,6
1958-09-08,2,Little Star,The Elegants,2,1,6
1958-09-08,3,Bird Dog,The Everly Brothers,3,3,6
1958-09-08,4,Just A Dream,Jimmy Clanton And His Rockets,4,4,6
1958-09-08,5,Patricia,Perez Prado And His Orchestra,6,2,6
1958-09-08,6,Poor Little Fool,Ricky Nelson,5,1,6
1958-09-08,7,My True Love,Jack Scott,7,3,6
1958-09-08,8,Rock-in Robin,Bobby Day,17,8,6
1958-09-08,9,Ginger Bread,Frankie Avalon,9,9,6
1958-09-08,10,Western Movies,The Olympics,14,10,6
1958-09-08,11,It's All In The Game,Tommy Edwards,22,11,4
1958-09-08,12,Fever,Peggy Lee,12,8,6
1958-09-08,13,Tears On My Pillow,Little Anthony And The Imperials,24,13,5
1958-09-08,14,Born Too Late,Poni-Tails,11,8,6
1958-09-08,15,Volare (Nel Blu Dipinto Di Blu),Dean Martin,15,15,6
1958-09-08,16,Are You Really Mine,Jimmie Rodgers,10,10,6
1958-09-08,17,Willie And The Hand Jive,The Johnny Otis Show,16,9,6
1958-09-08,18,Everybody Loves A Lover,Doris Day,19,14,6
1958-09-08,19,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,13,6,6
1958-09-08,20,Stupid Cupid,Connie Francis,25,20,6
1958-09-08,21,When,Kalin Twins,8,5,6
1958-09-08,22,Devoted To You,The Everly Brothers,21,15,5
1958-09-08,23,Down The Aisle Of Love,The Quin-Tones,43,23,4
1958-09-08,24,If Dreams Came True,Pat Boone,23,12,6
1958-09-08,25,Near You,Roger Williams,55,25,4
1958-09-08,26,La Paloma,Billy Vaughn And His Orchestra,31,26,5
1958-09-08,27,Lazy Summer Night,The Four Preps,38,27,4
1958-09-08,28,Susie Darlin',Robin Luke,29,23,5
1958-09-08,29,Moon Talk,Perry Como,30,29,6
1958-09-08,30,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,58,30,3
1958-09-08,31,Summertime Blues,Eddie Cochran,20,20,6
1958-09-08,32,One Summer Night,The Danleers,35,16,6
1958-09-08,33,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,28,22,6
1958-09-08,34,Chantilly Lace,Big Bopper,40,29,6
1958-09-08,35,Win Your Love For Me,Sam Cooke,41,35,6
1958-09-08,36,Itchy Twitchy Feeling,Bobby Hendricks,32,32,6
1958-09-08,37,A Certain Smile,Johnny Mathis,34,22,6
1958-09-08,38,Early In The Morning,The Rinky-Dinks,33,24,6
1958-09-08,39,She Was Only Seventeen (He Was One Year More),Marty Robbins,39,38,6
1958-09-08,40,Put A Ring On My Finger,Les Paul And Mary Ford,49,40,4
1958-09-08,41,Come Closer To Me (Acercate Mas),Nat King Cole,46,41,6
1958-09-08,42,Dance Everyone Dance,Betty Madigan,62,42,4
1958-09-08,43,No One Knows,Dion & The Belmonts,84,43,3
1958-09-08,44,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,74,44,2
1958-09-08,45,Splish Splash,Bobby Darin,18,3,6
1958-09-08,46,You Cheated,The Shields,69,46,3
1958-09-08,47,Early In The Morning,Buddy Holly,36,32,6
1958-09-08,48,"Summertime, Summertime",The Jamies,57,48,4
1958-09-08,49,Blue Blue Day,Don Gibson,52,32,6
1958-09-08,50,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,44,37,6
1958-09-08,51,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,53,51,3
1958-09-08,52,Carol,Chuck Berry,56,52,3
1958-09-08,53,Over And Over,Bobby Day,47,41,6
1958-09-08,54,The Wizard,Jimmie Rodgers,45,45,5
1958-09-08,55,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,27,13,6
1958-09-08,56,Hard Headed Woman,Elvis Presley With The Jordanaires,26,4,6
1958-09-08,57,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,54,21,6
1958-09-08,58,How The Time Flies,Jerry Wallace,50,49,4
1958-09-08,59,The Green Mosquito,The Tune Rockers,60,59,3
1958-09-08,60,Think It Over,The Crickets,42,27,6
1958-09-08,61,My Life,Chuck Willis,65,61,4
1958-09-08,62,Cerveza,Boots Brown And His Blockbusters,63,62,5
1958-09-08,63,Gotta Have Rain,Eydie Gorme,64,63,6
1958-09-08,64,Enchanted Island,The Four Lads,71,29,6
1958-09-08,65,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,59,50,6
1958-09-08,66,Topsy II,Cozy Cole,81,66,3
1958-09-08,67,Chariot Rock,The Champs,67,67,5
1958-09-08,68,"Promise Me, Love",Andy Williams,79,68,2
1958-09-08,69,Treasure Of Your Love,Eileen Rodgers,86,69,3
1958-09-08,70,La-Do-Dada,Dale Hawkins,98,70,2
1958-09-08,71,City Lights,Ray Price,72,71,3
1958-09-08,72,Your Cheatin' Heart,George Hamilton IV,-,72,1
1958-09-08,73,What Am I Living For,Chuck Willis,51,25,6
1958-09-08,74,Yakety Yak,The Coasters,37,7,6
1958-09-08,75,When Will I Know,George Hamilton IV,68,65,3
1958-09-08,76,Where The Blue Of The Night,Tommy Mara,77,76,3
1958-09-08,77,Please Don't Do It,Dale Wright And The Wright Guys With the Dons,85,77,2
1958-09-08,78,Blue Boy,Jim Reeves,-,45,5
1958-09-08,79,Alone With You,Faron Young,-,51,4
1958-09-08,80,Kathy-O,The Diamonds,61,45,6
1958-09-08,81,Up Until Now,Johnnie Ray,97,81,2
1958-09-08,82,Count Every Star,The Rivieras,73,73,3
1958-09-08,83,Strange Are The Ways Of Love,Gogi Grant,83,80,3
1958-09-08,84,Week End,The Kingsmen,96,84,2
1958-09-08,85,I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,-,85,1
1958-09-08,86,That's How Much I Love You,Pat Boone,87,39,6
1958-09-08,87,Over The Weekend,The Playboys,93,87,2
1958-09-08,88,Firefly,Tony Bennett,-,88,1
1958-09-08,89,Blue Ribbon Baby,Tommy Sands And The Raiders,94,89,2
1958-09-08,90,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,91,61,5
1958-09-08,91,You're A Sweetheart,Little Willie John,-,66,4
1958-09-08,92,Invitation To The Blues,Ray Price,-,92,1
1958-09-08,93,Guess I've Been Around Too Long,Carl Smith,-,93,1
1958-09-08,94,Yes I Want You,Ivory Joe Hunter,-,94,1
1958-09-08,95,The Ballad Of Thunder Road,Robert Mitchum,-,95,1
1958-09-08,96,My Lucky Love,Doug Franklin With The Bluenotes,-,96,1
1958-09-08,97,Endless Sleep,Jody Reynolds,92,17,6
1958-09-08,98,Leroy,Jack Scott,89,56,5
1958-09-08,99,Angel Baby,Dean Martin,88,30,6
1958-09-08,100,The Freeze,Tony And Joe,76,33,6
1958-09-15,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,7
1958-09-15,2,Bird Dog,The Everly Brothers,3,2,7
1958-09-15,3,Little Star,The Elegants,2,1,7
1958-09-15,4,It's All In The Game,Tommy Edwards,11,4,5
1958-09-15,5,Just A Dream,Jimmy Clanton And His Rockets,4,4,7
1958-09-15,6,Rock-in Robin,Bobby Day,8,6,7
1958-09-15,7,Born Too Late,Poni-Tails,14,7,7
1958-09-15,8,Western Movies,The Olympics,10,8,7
1958-09-15,9,Tears On My Pillow,Little Anthony And The Imperials,13,9,6
1958-09-15,10,Susie Darlin',Robin Luke,28,10,6
1958-09-15,11,Patricia,Perez Prado And His Orchestra,5,2,7
1958-09-15,12,My True Love,Jack Scott,7,3,7
1958-09-15,13,Poor Little Fool,Ricky Nelson,6,1,7
1958-09-15,14,Devoted To You,The Everly Brothers,22,14,6
1958-09-15,15,Are You Really Mine,Jimmie Rodgers,16,10,7
1958-09-15,16,Summertime Blues,Eddie Cochran,31,16,7
1958-09-15,17,Ginger Bread,Frankie Avalon,9,9,7
1958-09-15,18,Stupid Cupid,Connie Francis,20,18,7
1958-09-15,19,Everybody Loves A Lover,Doris Day,18,14,7
1958-09-15,20,Down The Aisle Of Love,The Quin-Tones,23,20,5
1958-09-15,21,Volare (Nel Blu Dipinto Di Blu),Dean Martin,15,15,7
1958-09-15,22,Fever,Peggy Lee,12,8,7
1958-09-15,23,Lazy Summer Night,The Four Preps,27,23,5
1958-09-15,24,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,30,24,4
1958-09-15,25,How The Time Flies,Jerry Wallace,58,25,5
1958-09-15,26,Near You,Roger Williams,25,25,5
1958-09-15,27,She Was Only Seventeen (He Was One Year More),Marty Robbins,39,27,7
1958-09-15,28,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,51,28,4
1958-09-15,29,Carol,Chuck Berry,52,29,4
1958-09-15,30,"Summertime, Summertime",The Jamies,48,30,5
1958-09-15,31,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,44,31,3
1958-09-15,32,Willie And The Hand Jive,The Johnny Otis Show,17,9,7
1958-09-15,33,You Cheated,The Shields,46,33,4
1958-09-15,34,Dance Everyone Dance,Betty Madigan,42,34,5
1958-09-15,35,Chantilly Lace,Big Bopper,34,29,7
1958-09-15,36,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,33,22,7
1958-09-15,37,No One Knows,Dion & The Belmonts,43,37,4
1958-09-15,38,Put A Ring On My Finger,Les Paul And Mary Ford,40,38,5
1958-09-15,39,Win Your Love For Me,Sam Cooke,35,35,7
1958-09-15,40,When,Kalin Twins,21,5,7
1958-09-15,41,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,19,6,7
1958-09-15,42,La Paloma,Billy Vaughn And His Orchestra,26,26,6
1958-09-15,43,One Summer Night,The Danleers,32,16,7
1958-09-15,44,Firefly,Tony Bennett,88,44,2
1958-09-15,45,The Wizard,Jimmie Rodgers,54,45,6
1958-09-15,46,Moon Talk,Perry Como,29,29,7
1958-09-15,47,Itchy Twitchy Feeling,Bobby Hendricks,36,32,7
1958-09-15,48,The Green Mosquito,The Tune Rockers,59,48,4
1958-09-15,49,"Promise Me, Love",Andy Williams,68,49,3
1958-09-15,50,Topsy II,Cozy Cole,66,50,4
1958-09-15,51,Come Closer To Me (Acercate Mas),Nat King Cole,41,41,7
1958-09-15,52,Early In The Morning,Buddy Holly,47,32,7
1958-09-15,53,A Certain Smile,Johnny Mathis,37,22,7
1958-09-15,54,Treasure Of Your Love,Eileen Rodgers,69,54,4
1958-09-15,55,If Dreams Came True,Pat Boone,24,12,7
1958-09-15,56,My Life,Chuck Willis,61,56,5
1958-09-15,57,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,50,37,7
1958-09-15,58,Splish Splash,Bobby Darin,45,3,7
1958-09-15,59,Ten Commandments Of Love,Harvey & The Moonglows,-,59,1
1958-09-15,60,Over And Over,Bobby Day,53,41,7
1958-09-15,61,There Goes My Heart,Joni James,-,61,1
1958-09-15,62,Over The Weekend,The Playboys,87,62,3
1958-09-15,63,La-Do-Dada,Dale Hawkins,70,63,3
1958-09-15,64,Blue Blue Day,Don Gibson,49,32,7
1958-09-15,65,It's Only Make Believe,Conway Twitty,-,65,1
1958-09-15,66,Cerveza,Boots Brown And His Blockbusters,62,62,6
1958-09-15,67,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,65,50,7
1958-09-15,68,Think It Over,The Crickets,60,27,7
1958-09-15,69,Early In The Morning,The Rinky-Dinks,38,24,7
1958-09-15,70,The Secret,Gordon MacRae,-,70,1
1958-09-15,71,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,55,13,7
1958-09-15,72,Baby Face,Little Richard,-,72,1
1958-09-15,73,Break-Up,Jerry Lee Lewis And His Pumping Piano,-,73,1
1958-09-15,74,Blue Ribbon Baby,Tommy Sands And The Raiders,89,74,3
1958-09-15,75,My Lucky Love,Doug Franklin With The Bluenotes,96,75,2
1958-09-15,76,Mexican Hat Rock,The Applejacks,-,76,1
1958-09-15,77,Count Every Star,The Rivieras,82,73,4
1958-09-15,78,Hard Headed Woman,Elvis Presley With The Jordanaires,56,4,7
1958-09-15,79,Where The Blue Of The Night,Tommy Mara,76,76,4
1958-09-15,80,Chariot Rock,The Champs,67,67,6
1958-09-15,81,You Cheated,The Slades,-,42,5
1958-09-15,82,Fire Of Love,Jody Reynolds,-,66,4
1958-09-15,83,Alone With You,Faron Young,79,51,5
1958-09-15,84,Big Brown Eyes,The Redjacks,-,84,1
1958-09-15,85,Gas Money,Jan & Arnie,-,81,2
1958-09-15,86,Week End,The Kingsmen,84,84,3
1958-09-15,87,The End,Earl Grant,-,87,1
1958-09-15,88,The Ballad Of Thunder Road,Robert Mitchum,95,88,2
1958-09-15,89,Blue Boy,Jim Reeves,78,45,6
1958-09-15,90,Yakety Yak,The Coasters,74,7,7
1958-09-15,91,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,57,21,7
1958-09-15,92,Topsy I,Cozy Cole,-,92,1
1958-09-15,93,Please Don't Do It,Dale Wright And The Wright Guys With the Dons,77,77,3
1958-09-15,94,What Am I Living For,Chuck Willis,73,25,7
1958-09-15,95,Kathy-O,The Diamonds,80,45,7
1958-09-15,96,Up Until Now,Johnnie Ray,81,81,3
1958-09-15,97,Gotta Have Rain,Eydie Gorme,63,63,7
1958-09-15,98,I Wish,The Platters,-,98,1
1958-09-15,99,Your Cheatin' Heart,George Hamilton IV,72,72,2
1958-09-15,100,Enchanted Island,The Four Lads,64,29,7
1958-09-22,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,8
1958-09-22,2,Bird Dog,The Everly Brothers,2,2,8
1958-09-22,3,It's All In The Game,Tommy Edwards,4,3,6
1958-09-22,4,Little Star,The Elegants,3,1,8
1958-09-22,5,Rock-in Robin,Bobby Day,6,5,8
1958-09-22,6,Just A Dream,Jimmy Clanton And His Rockets,5,4,8
1958-09-22,7,Tears On My Pillow,Little Anthony And The Imperials,9,7,7
1958-09-22,8,Susie Darlin',Robin Luke,10,8,7
1958-09-22,9,Born Too Late,Poni-Tails,7,7,8
1958-09-22,10,Devoted To You,The Everly Brothers,14,10,7
1958-09-22,11,Summertime Blues,Eddie Cochran,16,11,8
1958-09-22,12,Near You,Roger Williams,26,12,6
1958-09-22,13,My True Love,Jack Scott,12,3,8
1958-09-22,14,How The Time Flies,Jerry Wallace,25,14,6
1958-09-22,15,Patricia,Perez Prado And His Orchestra,11,2,8
1958-09-22,16,Western Movies,The Olympics,8,8,8
1958-09-22,17,Stupid Cupid,Connie Francis,18,17,8
1958-09-22,18,Everybody Loves A Lover,Doris Day,19,14,8
1958-09-22,19,Poor Little Fool,Ricky Nelson,13,1,8
1958-09-22,20,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,31,20,4
1958-09-22,21,Lazy Summer Night,The Four Preps,23,21,6
1958-09-22,22,Down The Aisle Of Love,The Quin-Tones,20,20,6
1958-09-22,23,Carol,Chuck Berry,29,23,5
1958-09-22,24,Are You Really Mine,Jimmie Rodgers,15,10,8
1958-09-22,25,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,24,24,5
1958-09-22,26,"Summertime, Summertime",The Jamies,30,26,6
1958-09-22,27,Ginger Bread,Frankie Avalon,17,9,8
1958-09-22,28,No One Knows,Dion & The Belmonts,37,28,5
1958-09-22,29,Volare (Nel Blu Dipinto Di Blu),Dean Martin,21,15,8
1958-09-22,30,Firefly,Tony Bennett,44,30,3
1958-09-22,31,You Cheated,The Shields,33,31,5
1958-09-22,32,Put A Ring On My Finger,Les Paul And Mary Ford,38,32,6
1958-09-22,33,Fever,Peggy Lee,22,8,8
1958-09-22,34,Chantilly Lace,Big Bopper,35,29,8
1958-09-22,35,"Promise Me, Love",Andy Williams,49,35,4
1958-09-22,36,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,36,22,8
1958-09-22,37,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,28,28,5
1958-09-22,38,She Was Only Seventeen (He Was One Year More),Marty Robbins,27,27,8
1958-09-22,39,Win Your Love For Me,Sam Cooke,39,35,8
1958-09-22,40,Dance Everyone Dance,Betty Madigan,34,34,6
1958-09-22,41,It's Only Make Believe,Conway Twitty,65,41,2
1958-09-22,42,Willie And The Hand Jive,The Johnny Otis Show,32,9,8
1958-09-22,43,Topsy II,Cozy Cole,50,43,5
1958-09-22,44,The Green Mosquito,The Tune Rockers,48,44,5
1958-09-22,45,Treasure Of Your Love,Eileen Rodgers,54,45,5
1958-09-22,46,Ten Commandments Of Love,Harvey & The Moonglows,59,46,2
1958-09-22,47,The Secret,Gordon MacRae,70,47,2
1958-09-22,48,Over And Over,Bobby Day,60,41,8
1958-09-22,49,The End,Earl Grant,87,49,2
1958-09-22,50,Blue Ribbon Baby,Tommy Sands And The Raiders,74,50,4
1958-09-22,51,There Goes My Heart,Joni James,61,51,2
1958-09-22,52,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,41,6,8
1958-09-22,53,Come Closer To Me (Acercate Mas),Nat King Cole,51,41,8
1958-09-22,54,For My Good Fortune,Pat Boone,-,54,1
1958-09-22,55,The Wizard,Jimmie Rodgers,45,45,7
1958-09-22,56,Fibbin',Patti Page,-,56,1
1958-09-22,57,Itchy Twitchy Feeling,Bobby Hendricks,47,32,8
1958-09-22,58,One Summer Night,The Danleers,43,16,8
1958-09-22,59,Chariot Rock,The Champs,80,59,7
1958-09-22,60,The Day The Rains Came,Jane Morgan,-,60,1
1958-09-22,61,La Paloma,Billy Vaughn And His Orchestra,42,26,7
1958-09-22,62,La-Do-Dada,Dale Hawkins,63,62,4
1958-09-22,63,Baby Face,Little Richard,72,63,2
1958-09-22,64,When,Kalin Twins,40,5,8
1958-09-22,65,Mexican Hat Rock,The Applejacks,76,65,2
1958-09-22,66,A Certain Smile,Johnny Mathis,53,22,8
1958-09-22,67,Over The Weekend,The Playboys,62,62,4
1958-09-22,68,Moon Talk,Perry Como,46,29,8
1958-09-22,69,"Gee, But It's Lonely",Pat Boone,-,69,1
1958-09-22,70,Break-Up,Jerry Lee Lewis And His Pumping Piano,73,70,2
1958-09-22,71,Topsy I,Cozy Cole,92,71,2
1958-09-22,72,Splish Splash,Bobby Darin,58,3,8
1958-09-22,73,Early In The Morning,The Rinky-Dinks,69,24,8
1958-09-22,74,This Little Girl's Gone Rockin',Ruth Brown,-,74,1
1958-09-22,75,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,57,37,8
1958-09-22,76,"Nine More Miles (The ""Faster-Faster"" Song)",Georgie Young,-,76,1
1958-09-22,77,"Come On, Let's Go",Ritchie Valens,-,77,1
1958-09-22,78,Please Don't Do It,Dale Wright And The Wright Guys With the Dons,93,77,4
1958-09-22,79,Cerveza,Boots Brown And His Blockbusters,66,62,7
1958-09-22,80,My Lucky Love,Doug Franklin With The Bluenotes,75,75,3
1958-09-22,81,Hideaway,The Four Esquires,-,81,1
1958-09-22,82,If Dreams Came True,Pat Boone,55,12,8
1958-09-22,83,Your Cheatin' Heart,George Hamilton IV,99,72,3
1958-09-22,84,"Wendy, Wendy",The Four Coins,-,84,1
1958-09-22,85,Real Wild Child,Ivan,-,85,1
1958-09-22,86,You Cheated,The Slades,81,42,6
1958-09-22,87,Blue Blue Day,Don Gibson,64,32,8
1958-09-22,88,"To Know Him, Is To Love Him",The Teddy Bears,-,88,1
1958-09-22,89,Big Brown Eyes,The Redjacks,84,84,2
1958-09-22,90,Fire Of Love,Jody Reynolds,82,66,5
1958-09-22,91,I Wish,The Platters,98,91,2
1958-09-22,92,Young School Girl,Fats Domino,-,92,1
1958-09-22,93,Nothin' Shakin',Eddie Fontaine,-,93,1
1958-09-22,94,Hard Headed Woman,Elvis Presley With The Jordanaires,78,4,8
1958-09-22,95,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,67,50,8
1958-09-22,96,We Have Love,Jackie Wilson,-,96,1
1958-09-22,97,You Got That Touch,Sonny James,-,97,1
1958-09-22,98,Many A Time,Steve Lawrence,-,98,1
1958-09-22,99,When Will I Know,George Hamilton IV,-,65,4
1958-09-22,100,Itchy Twitchy Feeling,The Swallows,-,100,1
1958-09-29,1,It's All In The Game,Tommy Edwards,3,1,7
1958-09-29,2,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,9
1958-09-29,3,Bird Dog,The Everly Brothers,2,2,9
1958-09-29,4,Rock-in Robin,Bobby Day,5,4,9
1958-09-29,5,Little Star,The Elegants,4,1,9
1958-09-29,6,Tears On My Pillow,Little Anthony And The Imperials,7,6,8
